"COUNTRY","ISO COUNTRY CODE (ISO 3166)","MIC","OPERATING MIC","O/S","NAME-INSTITUTION DESCRIPTION","ACRONYM","CITY","WEBSITE","STATUS DATE","STATUS","CREATION DATE","COMMENTS"
"UNITED KINGDOM","GB","IMGI","ICPM","S","TP ICAP UK MTF - GILTS","","LONDON","WWW.ICAP.COM","FEBRUARY 2019","ACTIVE","OCTOBER 2017","MULTILATERAL TRADING FACILITY FOR GILTS."
"UNITED KINGDOM","GB","IMRD","ICPM","S","TP ICAP UK MTF - INTEREST RATE DERIVATIVES","","LONDON","WWW.TPICAP.COM","FEBRUARY 2019","ACTIVE","OCTOBER 2017","MULTILATERAL TRADING FACILITY FOR INTEREST RATE DERIVATIVES."
"UNITED KINGDOM","GB","IMET","ICPM","S","TP ICAP UK MTF - EXCHANGE TRADED PRODUCTS","","LONDON","WWW.TPICAP.COM","FEBRUARY 2019","ACTIVE","OCTOBER 2017","MULTILATERAL TRADING FACILITY FOR EXCHANGE-TRADED FUNDS."
"UNITED KINGDOM","GB","IMGB","ICPM","S","TP ICAP UK MTF - GOVERNMENT BONDS EXCLUDING GILTS","","LONDON","WWW.TPICAP.COM","FEBRUARY 2019","ACTIVE","OCTOBER 2017","MULTILATERAL TRADING FACILITY FOR GOVERNMENT BONDS EXCLUDING GILTS."
"UNITED KINGDOM","GB","IMMM","ICPM","S","TP ICAP UK MTF - MONEY MARKET INSTRUMENTS","","LONDON","WWW.TPICAP.COM","FEBRUARY 2019","ACTIVE","OCTOBER 2017","MULTILATERAL TRADING FACILITY FOR MONEY MARKET INSTRUMENTS."
"UNITED KINGDOM","GB","IMFD","ICPM","S","TP ICAP UK MTF - FX DERIVATIVES","","LONDON","WWW.TPICAP.COM","FEBRUARY 2019","ACTIVE","OCTOBER 2017","MULTILATERAL TRADING FACILITY FOR FX DERIVATIVES."
"UNITED KINGDOM","GB","IMCE","ICPM","S","TP ICAP UK MTF - CASH EQUITY","","LONDON","WWW.TPICAP.COM","FEBRUARY 2019","ACTIVE","OCTOBER 2017","MULTILATERAL TRADING FACILITY FOR CASH EQUITY."
"UNITED KINGDOM","GB","IMED","ICPM","S","TP ICAP UK MTF - EQUITY DERIVATIVES","","LONDON","WWW.TPICAP.COM","FEBRUARY 2019","ACTIVE","OCTOBER 2017","MULTILATERAL TRADING FACILITY FOR EQUITY DERIVATIVES."
"THE NETHERLANDS","NL","JLEU","JLEU","O","JUMP LIQUIDITY EU EQUITY PLATFORM","","AMSTERDAM","WWW.JUMPLIQUIDITY.COM","JUNE 2022","ACTIVE","FEBRUARY 2019","SYSTEMATIC INTERNALISER FOR EU EQUITIES OPERATED BY JUMP TRADING EUROPE B.V."
"GERMANY","DE","SMFF","SMFF","O","SMBC BANK EU AG - SYSTEMATIC INTERNALISER","","FRANKFURT","WWW.SMBCGROUP.COM/EMEA/","FEBRUARY 2019","ACTIVE","FEBRUARY 2019","SYSTEMATIC INTERNALISER."
"NORWAY","NO","SPTR","SPTR","O","SPAREBANK 1 SMN - SYSTEMATIC INTERNALISER","","TRONDHEIM","WWW.SMN.NO","FEBRUARY 2019","ACTIVE","FEBRUARY 2019","SYSTEMATIC INTERNALISER."
"FRANCE","FR","ELXE","ELXE","O","ELIXIUM S.A.","","PARIS","WWW.ELIXIUM.COM","FEBRUARY 2019","ACTIVE","FEBRUARY 2019","PLATFORM FOR SECURITIES FINANCING TRANSACTIONS."
"GERMANY","DE","SCAG","SCAG","O","STANDARD CHARTERED BANK AG - SYSTEMATIC INTERNALISER","","FRANKFURT","WWW.SC.COM/DE","FEBRUARY 2019","ACTIVE","FEBRUARY 2019","SYSTEMATIC INTERNALISER."
"UNITED STATES OF AMERICA","US","SGAS","SGAS","O","SG AMERICAS SECURITIES, LLC","SGAS","NEW YORK","WWW.SGCIB.COM","FEBRUARY 2019","ACTIVE","FEBRUARY 2019","US BROKER DEALER."
"UNITED STATES OF AMERICA","US","SMFE","SMFE","O","SMALL EXCHANGE, INC - DESIGNATED CONTRACT MARKET","","CHICAGO","WWW.THESMALLEXCHANGE.COM","FEBRUARY 2019","ACTIVE","FEBRUARY 2019","DESIGNATED CONTRACT MARKET."
"FRANCE","FR","TRXE","TRXE","O","TRAD-X EUROPE","","PARIS","WWW.TRAD-X.COM","FEBRUARY 2019","ACTIVE","FEBRUARY 2019","TRADITION'S HYBRID TRADING PLATFORM FOR OTC DERIVATIVES AND OTHER FINANCIAL INSTRUMENTS."
"BULGARIA","BG","JBUL","XBUL","S","BULGARIAN STOCK EXCHANGE - INTERNATIONAL MTF","BSE-MTF","SOFIA","WWW.BSE-SOFIA.BG","FEBRUARY 2019","ACTIVE","FEBRUARY 2019","INTERNATIONAL INSTRUMENTS OF MULTILATERAL TRADING FACILITY, ORGANIZED BY BULGARIAN STOCK EXCHANGE."
"THE NETHERLANDS","NL","MHBE","MHBE","O","MIZUHO BANK EUROPE N.V. - SYSTEMATIC INTERNALISER","","AMSTERDAM","WWW.MIZUHO-EMEA.COM","JANUARY 2019","ACTIVE","JANUARY 2019","SYSTEMATIC INTERNALISER IN FX DERIVATIVES."
"IRELAND","IE","CSGI","CSGI","O","CITADEL SECURITIES FI - EUROPE - SYSTEMATIC INTERNALISER","","DUBLIN","WWW.CITADELSECURITIES.COM","JANUARY 2019","ACTIVE","JANUARY 2019","SYSTEMATIC INTERNALISER."
"IRELAND","IE","EUCC","EUCC","O","CITADEL CONNECT EUROPE - EU - SYSTEMATIC INTERNALISER","","DUBLIN","WWW.CITADELSECURITIES.COM","JANUARY 2019","ACTIVE","JANUARY 2019","SYSTEMATIC INTERNALISER."
"GERMANY","DE","BLEQ","BLBB","S","BAYERNLB - EQUITIES MARKET","","MUNICH","WWW.BAYERNLB.DE","JANUARY 2019","ACTIVE","JANUARY 2019",""
"ITALY","IT","BREA","BREA","O","BANCA REALE - SYSTEMATIC INTERNALISER","","TORINO","WWW.BANCAREALE.IT","JANUARY 2019","ACTIVE","OCTOBER 2018","SYSTEMATIC INTERNALISER."
"ITALY","IT","MCAD","MTSO","S","MTS CASH DOMESTIC - MTF","","ROMA","WWW.MTSMARKETS.COM","JANUARY 2019","ACTIVE","JANUARY 2019","MULTILATERAL TRADING FACILITY."
"ITALY","IT","EBMX","MTSO","S","EBM - MTF","","ROMA","WWW.MTSMARKETS.COM","JANUARY 2019","ACTIVE","JANUARY 2019","MULTILATERAL TRADING FACILITY."
"IRELAND","IE","XMSM","XDUB","S","EURONEXT DUBLIN","","DUBLIN","WWW.ISE.IE","JANUARY 2019","ACTIVE","JANUARY 2013",""
"IRELAND","IE","XESM","XDUB","S","EURONEXT GROWTH DUBLIN","","DUBLIN","WWW.ISE.IE","JANUARY 2019","ACTIVE","JANUARY 2013",""
"UNITED KINGDOM","GB","UKGD","XMTS","S","MTS UK","","LONDON","","JANUARY 2019","ACTIVE","JULY 2011","THE MTS UK GOVERNMENT BOND MARKET OPERATES AS AN MTF AND WILL BE OPEN EXCLUSIVELY TO THE COMMUNITY OF GEMMS."
"FRANCE","FR","XTXE","XTXE","O","XTX MARKETS SAS","","PARIS","WWW.XTXMARKETS.COM","JANUARY 2019","ACTIVE","JANUARY 2019","EQUITY, FX, FIXED INCOME AND COMMODITY PRODUCTS."
"UNITED STATES OF AMERICA","US","BLUE","BLUE","O","PRO SECURITIES ATS","PROS","NEW YORK","","JANUARY 2019","ACTIVE","JANUARY 2019","ALTERNATIVE TRADING SYSTEM."
"THE NETHERLANDS","NL","BTAM","BTAM","O","CME AMSTERDAM B.V.","","AMSTERDAM","WWW.NEX.COM","JANUARY 2019","ACTIVE","OCTOBER 2018","REGULATED MARKET."
"THE NETHERLANDS","NL","CABV","CABV","O","CME AMSTERDAM B.V. - APA","","AMSTERDAM","WWW.NEX.COM","JANUARY 2019","ACTIVE","JANUARY 2019","APPROVED PUBLICATION ARRANGEMENT."
"CZECH REPUBLIC","CZ","RFBK","RFBK","O","RAIFFEISENBANK, AS.  - SYSTEMATIC INTERNALISER","RBCZ","PRAGUE","WWW.RB.CZ","JANUARY 2019","ACTIVE","JANUARY 2019","SYSTEMATIC INTERNALISER."
"THE NETHERLANDS","NL","TOWR","TOWR","O","TOWER RESEARCH CAPITAL EUROPE - SYSTEMATIC INTERNALISER","","AMSTERDAM","WWW.TOWER-RESEARCH.COM","JANUARY 2019","ACTIVE","JANUARY 2019","SYSTEMATIC INTERNALISER."
"BULGARIA","BG","GBUL","XBUL","S","BULGARIAN STOCK EXCHANGE - SME GROWTH MARKET BEAM","BEAM","SOFIA","WWW.BSE-SOFIA.BG","JANUARY 2019","ACTIVE","JANUARY 2019","BULGARIAN STOCK EXCHANGE SME GROWTH MARKET."
"THE NETHERLANDS","NL","FLWX","FLWX","O","FLOW TRADERS","","AMSTERDAM","WWW.FLOWTRADERS.COM","JANUARY 2019","ACTIVE","JANUARY 2019","RESERVED FOR FUTURE USE."
"LUXEMBOURG","LU","BLUX","BLUX","O","BANQUE DE LUXEMBOURG - SYSTEMATIC INTERNALISER","","LUXEMBOURG","WWW.BANQUEDELUXEMBOURG.COM","JANUARY 2019","ACTIVE","JANUARY 2019","SYSTEMATIC INTERNALISER."
"LUXEMBOURG","LU","DBLX","DBLX","O","DEUTSCHE BANK LUXEMBOURG S.A.","","LUXEMBOURG","WWW.DB.COM/LUXEMBOURG","JANUARY 2019","ACTIVE","JANUARY 2019",""
"LUXEMBOURG","LU","DHLX","DHLX","O","DEUTSCHE HOLDINGS (LUXEMBOURG) S.A R.L.","","LUXEMBOURG","WWW.DB.COM","JANUARY 2019","ACTIVE","JANUARY 2019",""
"HUNGARY","HU","KHHU","KHHU","O","K AND H BANK ZRT - SYSTEMATIC INTERNALISER","","BUDAPEST","WWW.KH.HU","JANUARY 2019","ACTIVE","JANUARY 2019","SYSTEMATIC INTERNALISER."
"IRELAND","IE","MCID","MCID","O","MACQUARIE CAPITAL (IRELAND)","","DUBLIN","WWW.MACQUARIE.COM/UK","JANUARY 2019","ACTIVE","JANUARY 2019","REGISTERED MARKET FOR EQUITIES."
"GERMANY","DE","NCME","NCME","O","SMBC NIKKO CAPITAL MARKETS EUROPE GMBH","","FRANKFURT","WWW.SMBCNIKKO-CM.COM","JANUARY 2019","ACTIVE","JANUARY 2019",""
"UNITED KINGDOM","GB","TRQM","TRQX","S","TURQUOISE PLATO","","LONDON","WWW.TRADETURQUOISE.COM","JANUARY 2019","ACTIVE","MAY 2011",""
"FRANCE","FR","XBLK","XPAR","S","EURONEXT BLOCK 2","","PARIS","WWW.EURONEXT.COM","JANUARY 2019","ACTIVE","JANUARY 2019",""
"THE NETHERLANDS","NL","ISWO","ISWP","S","ISWAP EURO MTF - ORDERBOOK","","AMSTERDAM","WWW.ICAP.COM","DECEMBER 2018","ACTIVE","OCTOBER 2018","ISWAP EURO MULTILATERAL TRADING FACILITY FOR THE TRADING OF INTEREST RATE DERIVATIVES."
"THE NETHERLANDS","NL","ISWP","ISWP","O","ISWAP EURO MTF","","AMSTERDAM","WWW.ICAP.COM","DECEMBER 2018","ACTIVE","DECEMBER 2018","ISWAP EURO MULTILATERAL TRADING FACILITY FOR THE TRADING OF INTEREST RATE DERIVATIVES."
"THE NETHERLANDS","NL","ISWN","ISWP","S","ISWAP EURO MTF - TRADE REGISTRATION","","AMSTERDAM","WWW.ICAP.COM","DECEMBER 2018","ACTIVE","OCTOBER 2018","ISWAP EURO MULTILATERAL TRADING FACILITY FOR THE TRADING OF INTEREST RATE DERIVATIVES."
"THE NETHERLANDS","NL","ISWT","ISWP","S","ISWAP EURO MTF - TARGETED STREAMING / RFQ","","AMSTERDAM","WWW.ICAP.COM","DECEMBER 2018","ACTIVE","OCTOBER 2018","ISWAP EURO MULTILATERAL TRADING FACILITY FOR THE TRADING OF INTEREST RATE DERIVATIVES."
"IRELAND","IE","MSEL","MSEL","O","MAREX SPECTRON EUROPE LIMITED - OTF","MSEL OTF","DUBLIN","WWW.MAREXSPECTRON.COM","DECEMBER 2018","ACTIVE","DECEMBER 2018","ORGANISED TRADING FACILITY FOR COMMODITY DERIVATIVES, EMISSION ALLOWANCES AND EMISSION ALLOWANCE DERIVATIVES."
"UNITED KINGDOM","GB","NCML","NCML","O","SMBC NIKKO CAPITAL MARKETS LIMITED - SYSTEMATIC INTERNALISER","","LONDON","WWW.SMBCNIKKO-CM.COM","DECEMBER 2018","ACTIVE","JULY 2018","SYSTEMATIC INTERNALISER."
"IRELAND","IE","FXRQ","RMTF","S","FINANCIAL AND RISK TRANSACTIONS SERVICES IRELAND LIMITED - FXALL RFQ MTF","","DUBLIN","WWW.REFINITIV.COM","DECEMBER 2018","ACTIVE","DECEMBER 2018","FXALL REQUEST FOR QUOTE (RFQ) MULTILATERAL TRADING FACILITY (MTF)."
"IRELAND","IE","FXFM","RMTF","S","FINANCIAL AND RISK TRANSACTIONS SERVICES IRELAND LIMITED - FORWARDS MATCHING","","DUBLIN","WWW.REFINITIV.COM","DECEMBER 2018","ACTIVE","DECEMBER 2018","FORWARDS MATCHING."
"BULGARIA","BG","PBUL","XBUL","S","BULGARIAN STOCK EXCHANGE - APA","","SOFIA","WWW.BSE-SOFIA.BG","DECEMBER 2018","ACTIVE","DECEMBER 2018","APPROVED PUBLICATION ARRANGEMENT (APA) SERVICE OF THE BULGARIAN STOCK EXCHANGE (BSE)."
"UNITED KINGDOM","GB","XPUK","XPUK","O","XP INVESTMENTS UK LLP","","LONDON","","DECEMBER 2018","ACTIVE","OCTOBER 2018",""
"SWITZERLAND","CH","CSAG","CSAG","O","CREDIT SUISSE AG","CSA","ZURICH","WWW.CREDIT-SUISSE.COM","DECEMBER 2018","ACTIVE","MAY 2018",""
"FRANCE","FR","XETF","XPAR","S","EURONEXT ETF ACCESS","","PARIS","WWW.EURONEXT.COM","DECEMBER 2018","ACTIVE","DECEMBER 2018",""
"GERMANY","DE","GSEI","GSBE","S","GOLDMAN SACHS BANK EUROPE SE - SYSTEMATIC INTERNALISER","","FRANKFURT","WWW.GOLDMANSACHS.COM","DECEMBER 2018","ACTIVE","DECEMBER 2018","SYSTEMATIC INTERNALISER."
"GERMANY","DE","GSBE","GSBE","O","GOLDMAN SACHS BANK EUROPE SE","","FRANKFURT","WWW.GOLDMANSACHS.COM","DECEMBER 2018","ACTIVE","DECEMBER 2018",""
"IRELAND","IE","HREU","HREU","O","HRTEU LIMITED - SYSTEMATIC INTERNALISER","","DUBLIN","WWW.HUDSON-TRADING.COM","DECEMBER 2018","ACTIVE","DECEMBER 2018","SYSTEMATIC INTERNALISER."
"ITALY","IT","CREM","CREM","O","CREDEM BANCA - SYSTEMATIC INTERNALISER","CREDEM SI","REGGIO EMILIA","WWW.CREDEM.IT","DECEMBER 2018","ACTIVE","DECEMBER 2018","SYSTEMATIC INTERNALISER FOR BONDS."
"UNITED STATES OF AMERICA","US","DWFI","DWFI","O","DEALERWEB FIXED INCOME","","JERSEY CITY","WWW.TRADEWEB.COM","DECEMBER 2018","ACTIVE","DECEMBER 2018",""
"POLAND","PL","BNPP","BNPP","O","BANK BGZ BNP PARIBAS S.A. - SYSTEMATIC INTERNALISER","","WARSAW","WWW.BGZBNPPARIBAS.PL","DECEMBER 2018","ACTIVE","DECEMBER 2018","SYSTEMATIC INTERNALISER."
"GERMANY","DE","CBKC","CBKA","S","COMMERZBANK  COMMODITY DERIVATIVES - SYSTEMATIC INTERNALISER","","FRANKFURT","WWW.COMMERZBANK.COM","DECEMBER 2018","ACTIVE","DECEMBER 2018","SYSTEMATIC INTERNALISER. THIS MIC WILL BE USED FOR TRANSACTIONS IN COMMODITY DERIVATIVES EXECUTED AS SI UNDER MIFID 2 REGIME."
"HUNGARY","HU","CIBH","CIBH","O","CIB BANK - SYSTEMATIC INTERNALISER","","BUDAPEST","WWW.CIB.HU","DECEMBER 2018","ACTIVE","DECEMBER 2018","SYSTEMATIC INTERNALISER FOR HUNGARIAN GMT BONDS."
"SPAIN","ES","CSMD","CSMD","O","CREDIT SUISSE BANK (EUROPE), S.A.","CSEB","MADRID","WWW.CREDIT-SUISSE.COM","MARCH 2022","ACTIVE","DECEMBER 2018",""
"SPAIN","ES","SIMD","CSMD","S","CREDIT SUISSE BANK (EUROPE), S.A. - SYSTEMATIC INTERNALISER","","MADRID","WWW.CREDIT-SUISSE.COM","MARCH 2022","ACTIVE","DECEMBER 2018","SYSTEMATIC INTERNALISER."
"FRANCE","FR","GMES","GMES","O","GRIFFIN MARKETS EUROPE","","PARIS","WWW.GRIFFINMARKETS.COM","DECEMBER 2018","ACTIVE","DECEMBER 2018",""
"FRANCE","FR","GMEO","GMES","S","GRIFFIN MARKETS EUROPE - OTF","","PARIS","WWW.GRIFFINMARKETS.COM","DECEMBER 2018","ACTIVE","DECEMBER 2018","ORGANISED TRADING FACILITY."
"LUXEMBOURG","LU","KBLC","KBLL","S","KBL EURO COMMERCIAL PAPERS","","LUXEMBOURG","WWW.KBL.LU","DECEMBER 2018","ACTIVE","DECEMBER 2018",""
"LUXEMBOURG","LU","KBLS","KBLL","S","KBL STRUCTURED PRODUCTS","","LUXEMBOURG","WWW.KBL.LU","DECEMBER 2018","ACTIVE","DECEMBER 2018",""
"LUXEMBOURG","LU","KBLT","KBLL","S","KBL FX TREASURY DERIVATIVES","","LUXEMBOURG","WWW.KBL.LU","DECEMBER 2018","ACTIVE","DECEMBER 2018",""
"LUXEMBOURG","LU","KBLL","KBLL","O","QUINTET PRIVATE BANK (EUROPE) S.A.",,"LUXEMBOURG","WWW.QUINTET.COM","AUGUST 2022","MODIFIED","DECEMBER 2018",""
"FRANCE","FR","MHBP","MHBP","O","MIZUHO BANK LTD. - PARIS BRANCH - SYSTEMATIC INTERNALISER","","PARIS","WWW.MIZUHOBANK.COM","DECEMBER 2018","ACTIVE","DECEMBER 2018","SYSTEMATIC INTERNALISER IN FX DERIVATIVES."
"GERMANY","DE","MHEU","MHEU","O","MIZUHO SECURITIES EUROPE - SYSTEMATIC INTERNALISER","MHEU","FRANKFURT","WWW.MIZUHO-EMEA.COM","DECEMBER 2018","ACTIVE","DECEMBER 2018","SYSTEMATIC INTERNALISER . LICENCE APPLIED FOR TO PROVIDE POST-BREXIT INVESTMENT SERVICES TO EU CLIENTS. ANTICIPATED SYSTEMATIC INTERNALISER IN BONDS."
"CZECH REPUBLIC","CZ","UBCZ","UBCZ","O","UNICREDIT BANK CZECH REPUBLIC AND SLOVAKIA, A.S.","","PRAGUE","WWW.UNICREDITBANK.CZ","DECEMBER 2018","ACTIVE","DECEMBER 2018",""
"GERMANY","DE","XETS","XETR","S","XETRA - SCALE","","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","DECEMBER 2018","ACTIVE","DECEMBER 2018","XETRA SME GROWTH MARKET."
"GERMANY","DE","FRAS","XFRA","S","BOERSE FRANKFURT - SCALE","","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","DECEMBER 2018","ACTIVE","DECEMBER 2018","BOERSE FRANKFURT SME GROWTH MARKET."
"CYPRUS","CY","ATLN","ATLN","O","ATONLINE LIMITED - SYSTEMATIC INTERNALISER","","NICOSIA","WWW.ATONINT.COM","DECEMBER 2018","ACTIVE","DECEMBER 2018","SYSTEMATIC INTERNALISER."
"GERMANY","DE","LBCW","LBCW","O","LLOYDS BANK CORPORATE MARKETS WERTPAPIERHANDELSBANK GMBH - SYSTEMATIC INTERNALISER","","FRANKFURT","WWW.LLOYDSBANK.COM","DECEMBER 2018","ACTIVE","DECEMBER 2018","SYSTEMATIC INTERNALISER."
"UNITED STATES OF AMERICA","US","VALX","VUSA","S","VIRTU CLIENT MARKET MAKING","VCMM","NEW YORK","WWW.VIRTU.COM","DECEMBER 2018","ACTIVE","DECEMBER 2018","VIRTU CLIENT MARKET MAKING IS A WHOLESALE MARKET MAKER AND BLOCK POSITIONER IN OTC AND NMS US EQUITIES."
"SPAIN","ES","AGBP","AGBP","O","A AND G BANCA PRIVADA SAU","","MADRID","WWW.ABANCA.COM","NOVEMBER 2018","ACTIVE","NOVEMBER 2018",""
"CZECH REPUBLIC","CZ","CESI","CSOB","S","ČESKOSLOVENSKÁ OBCHODNÍ BANKA, A.S. - SYSTEMATIC INTERNALISER","CSOB","PRAGUE","WWW.CSOB.CZ","NOVEMBER 2018","ACTIVE","NOVEMBER 2018","SYSTEMATIC INTERNALISER."
"THE NETHERLANDS","NL","EBSN","EBSN","O","EBS MTF","","AMSTERDAM","WWW.NEX.COM","NOVEMBER 2018","ACTIVE","NOVEMBER 2018","MULTILATERAL TRADING FACILITY FX DERIVATIVES."
"THE NETHERLANDS","NL","ECEU","ECEU","O","TRADECHO EU APA","","AMSTERDAM","WWW.TRADECHO.COM","NOVEMBER 2018","ACTIVE","NOVEMBER 2018","APPROVED PUBLICATION ARRANGEMENT."
"FRANCE","FR","TPIO","TPIC","S","TP ICAP EU - MTF - ORDERBOOK","","PARIS","WWW.TPICAP.COM","NOVEMBER 2018","ACTIVE","SEPTEMBER 2018","MULTILATERAL TRADING FACILITY."
"FRANCE","FR","TPIC","TPIC","O","TP ICAP EU - MTF","","PARIS","WWW.TPICAP.COM","NOVEMBER 2018","ACTIVE","SEPTEMBER 2018","MULTILATERAL TRADING FACILITY."
"UNITED STATES OF AMERICA","US","XTRD","XTRD","O","XTRD","XTRD","NEW YORK","HTTPS://XTRD.IO","NOVEMBER 2018","ACTIVE","NOVEMBER 2018","ORDERS ROUTING SYSTEM FOR CRYPTOCURRENCIES EXCHANGES."
"FRANCE","FR","MLEX","MLEX","O","BOFA SECURITIES EUROPE","BOFASE","PARIS","WWW.BOFAML.COM","NOVEMBER 2018","ACTIVE","JUNE 2018",""
"FRANCE","FR","MLER","MLEX","S","BOFA SECURITIES EUROPE - RFQ - SYSTEMATIC INTERNALISER","BOFASE","PARIS","WWW.BOFAML.COM","NOVEMBER 2018","ACTIVE","JUNE 2018","SYSTEMATIC INTERNALISER."
"FRANCE","FR","MLES","MLEX","S","BOFA SECURITIES EUROPE - SYSTEMATIC INTERNALISER","BOFASE","PARIS","WWW.BOFAML.COM","NOVEMBER 2018","ACTIVE","JUNE 2018","SYSTEMATIC INTERNALISER."
"DENMARK","DK","DSME","XCSE","S","FIRST NORTH DENMARK -SME GROWTH MARKET","","COPENHAGEN","WWW.NASDAQOMXNORDIC.COM","NOVEMBER 2018","ACTIVE","NOVEMBER 2018",""
"FINLAND","FI","FSME","XHEL","S","FIRST NORTH FINLAND - SME GROWTH MARKET","","HELSINKI","WWW.NASDAQOMXNORDIC.COM","NOVEMBER 2018","ACTIVE","NOVEMBER 2018",""
"UNITED STATES OF AMERICA","US","XNFI","XNAS","S","NASDAQ FIXED INCOME TRADING","","NEW YORK","WWW.NASDAQ.COM","NOVEMBER 2018","ACTIVE","NOVEMBER 2018",""
"SWEDEN","SE","SSME","XSTO","S","FIRST NORTH SWEDEN - SME GROWTH MARKET","","STOCKHOLM","NASDAQOMXNORDIC.COM","NOVEMBER 2018","ACTIVE","NOVEMBER 2018",""
"CYPRUS","CY","ATHL","ATHL","O","ATHLOS CAPITAL INVESTMENT SERVICES LTD - SYSTEMATIC INTERNALISER","","NICOSIA","WWW.ATHLOSCAPITAL.COM","NOVEMBER 2018","ACTIVE","NOVEMBER 2018","SYSTEMATIC INTERNALISER."
"CYPRUS","CY","BCSC","BCSC","O","BROKERCREDITSERVICE (CYPRUS) LIMITED - SYSTEMATIC INTERNALISER","BCE","LIMASSOL","WWW.BCSCYPRUS.COM","NOVEMBER 2018","ACTIVE","NOVEMBER 2018","SYSTEMATIC INTERNALISER."
"CYPRUS","CY","CFIF","CFIF","O","CREDIT FINANCIER INVEST (CFI) LTD","CFI","LARNACA","WWW.CFIFINANCIAL.COM.CY","NOVEMBER 2018","ACTIVE","NOVEMBER 2018",""
"GERMANY","DE","JESI","JEFE","S","JEFFERIES EUROPE - SYSTEMATIC INTERNALISER","","FRANKFURT","WWW.JEFFERIES.COM","NOVEMBER 2018","ACTIVE","NOVEMBER 2018","SYSTEMATIC INTERNALISER."
"GERMANY","DE","JEFE","JEFE","O","JEFFERIES EUROPE","","FRANKFURT","WWW.JEFFERIES.COM","NOVEMBER 2018","ACTIVE","NOVEMBER 2018",""
"UNITED KINGDOM","GB","MHBL","MHBL","O","MIZUHO BANK, LTD. LONDON BRANCH - SYSTEMATIC INTERNALISER","","LONDON","WWW.MIZUHO-EMEA.COM","NOVEMBER 2018","ACTIVE","NOVEMBER 2018","SYSTEMATIC INTERNALISER IN FX DERIVATIVES."
"FRANCE","FR","NOWX","NOWX","O","NOW CP - NEU CP","","PARIS","WWW.NOWCP.EU","NOVEMBER 2018","ACTIVE","NOVEMBER 2018","PLATFORM FOR NEGOTIABLE EUROPEAN COMMERCIAL PAPERS (NEU CP)."
"POLAND","PL","PKOP","PKOP","O","BANK POLSKA KASA OPIEKI S.A. - SYSTEMATIC INTERNALISER","PEKAO","WARSAW","WWW.PEKAO.COM.PL","NOVEMBER 2018","ACTIVE","NOVEMBER 2018","SYSTEMATIC INTERNALISER."
"UNITED STATES OF AMERICA","US","VCRS","VUSA","S","VIRTU MATCHIT - CONDITIONAL ROOM","KCGM","NEW YORK","WWW.VIRTU.COM","NOVEMBER 2018","ACTIVE","NOVEMBER 2018",""
"UNITED STATES OF AMERICA","US","VUSA","VUSA","O","VIRTU AMERICAS LLC","VAL","NEW YORK","WWW.VIRTU.COM","NOVEMBER 2018","ACTIVE","NOVEMBER 2018","BROKER DEALER OPERATING OTC AND ON EXCHANGE MARKET MAKING BUSINESSES AND EXECUTION SERVICES DIVISION IN US EQUITIES."
"UNITED STATES OF AMERICA","US","VFMI","VUSA","S","VIRTU MATCHIT - MAIN CROSSING SESSION","KCGM","NEW YORK","WWW.VIRTU.COM","NOVEMBER 2018","ACTIVE","NOVEMBER 2018","ALTERNATIVE TRADING SYSTEM FOR US EQUITIES EXECUTING VIRTU'S WHOLESALE, INSTITUTIONAL, CLIENT AND PROP FLOW."
"SPAIN","ES","ABAN","ABAN","O","ABANCA","","MADRID","WWW.ABANCA.COM","NOVEMBER 2018","ACTIVE","NOVEMBER 2018",""
"ROMANIA","RO","BRDS","BRDE","S","BRD - GROUPE SOCIETE GENERALE S.A. - SYSTEMATIC INTERNALISER","","BUCHAREST","WWW.BRD.RO","NOVEMBER 2018","ACTIVE","NOVEMBER 2018","SYSTEMATIC INTERNALISER."
"IRELAND","IE","EQIE","EQIE","O","EQUILEND LIMITED","","DUBLIN","WWW.EQUILEND.COM","NOVEMBER 2018","ACTIVE","NOVEMBER 2018","MULTILATERAL TRADING FACILITY (MTF) FOR SECURITIES FINANCING."
"UNITED KINGDOM","GB","EQLD","EQLD","O","EQUILEND EUROPE LIMITED","","LONDON","WWW.EQUILEND.COM","AUGUST 2013","ACTIVE","AUGUST 2013","MULTILATERAL TRADING FACILITY"
"CYPRUS","CY","GPBC","GPBC","O","GPB-FINANCIAL SERVICES LTD - SYSTEMATIC INTERNALISER","","LIMASSOL","WWW.GPBFS.COM.CY","NOVEMBER 2018","ACTIVE","NOVEMBER 2018","SYSTEMATIC INTERNALISER."
"RUSSIA","RU","RTSX","MISX","S","MOSCOW EXCHANGE - DERIVATIVES MARKET","MOEX","MOSCOW","WWW.MOEX.COM","NOVEMBER 2018","ACTIVE","MARCH 2012","DERIVATIVES MARKET OF MOSCOW EXCHANGE."
"THE NETHERLANDS","NL","OHVO","OHVO","O","OHV OTF","","AMSTERDAM","WWW.OHV.NL","NOVEMBER 2018","ACTIVE","NOVEMBER 2018","ORGANISED TRADING FACILITY FOR BONDS AND OTC DERIVATIVES."
"GERMANY","DE","RBCG","RBCG","O","RBC CAPITAL MARKETS (EUROPE) GMBH","","FRANKFURT","WWW.RBC.COM","NOVEMBER 2018","ACTIVE","NOVEMBER 2018",""
